num,timestamp,hand_w,hand_x,hand_y,hand_z,fore_w,fore_x,fore_y,fore_z,up_w,up_x,up_y,up_z,thumb0,thumb1,thindex,index0,index1,index2,inmid,middle0,middle1,middle2,midring,ring0,ring1,ring2,ringlittle,little0,little1,little2,thumbcmc,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
638,1702448891.7157862,0.9664822220802307,-0.01723172701895237,-0.22061769664287567,0.13016566634178162,0.9819625616073608,0.022362057119607925,-0.15080147981643677,0.1118406429886818,0.9780647158622742,-0.07677894085645676,-0.14941729605197906,-0.12316206097602844,8.223139762878418,30.920637130737305,27.909576416015625,42.1983528137207,29.177915573120117,1.7142844200134277,15.411163330078125,33.326873779296875,40.5824089050293,4.244540691375732,9.014628410339355,19.9907283782959,54.993045806884766,6.107144355773926,11.551152229309082,14.912717819213867,62.765193939208984,17.74695587158203,5.819184303283691,6,0,0,0,0,11,5,4838,0,0,0,0,10,0,79,0,0,0,0
639,1702448891.731218,0.9638365507125854,-0.01780477911233902,-0.23254843056201935,0.12893147766590118,0.9812402725219727,0.02042757160961628,-0.15582628548145294,0.11166219413280487,0.9764257073402405,-0.07808422297239304,-0.1561426967382431,-0.12694554030895233,8.223139762878418,30.920637130737305,27.909576416015625,42.049591064453125,28.983827590942383,1.7142844200134277,15.29948902130127,33.148895263671875,40.46512222290039,4.244540691375732,9.014628410339355,19.78410530090332,54.745052337646484,6.107144355773926,11.493396759033203,14.783042907714844,62.42683410644531,17.611995697021484,5.819184303283691,6,0,0,0,0,11,5,4838,0,0,0,0,10,0,79,0,0,0,0
640,1702448891.7466514,0.9635225534439087,-0.017677998170256615,-0.23385025560855865,0.1289408653974533,0.9807363152503967,0.019812673330307007,-0.15870854258537292,0.11213988810777664,0.9758177399635315,-0.07916384935379028,-0.15810436010360718,-0.12851451337337494,8.223139762878418,30.920637130737305,27.909576416015625,41.950416564941406,28.919132232666016,1.7142844200134277,15.29948902130127,33.05990219116211,40.40647506713867,4.244540691375732,9.014628410339355,19.732450485229492,54.68305206298828,6.107144355773926,11.493396759033203,14.653366088867188,62.25765609741211,17.544517517089844,5.819184303283691,6,0,0,0,0,11,5,4838,0,0,0,0,10,0,79,0,0,0,0
641,1702448891.7620823,0.9621706604957581,-0.019450923427939415,-0.23929540812969208,0.12879085540771484,0.9798038601875305,0.018642785027623177,-0.16371819376945496,0.1132839098572731,0.9745075702667236,-0.08177472651004791,-0.16231048107147217,-0.13154186308383942,8.223139762878418,30.920637130737305,27.909576416015625,41.752071380615234,28.72504425048828,1.4693864583969116,15.29948902130127,32.881919860839844,40.2891845703125,4.244540691375732,8.90731143951416,19.525827407836914,54.4970588684082,6.107144355773926,11.493396759033203,14.523691177368164,61.9193000793457,17.40955924987793,5.819184303283691,6,0,0,0,0,9,4,4987,0,0,0,0,9,0,78,0,0,0,0
642,1702448891.7775145,0.9615098237991333,-0.020769381895661354,-0.24177266657352448,0.1288929134607315,0.9793526530265808,0.01781461387872696,-0.16615265607833862,0.11377300322055817,0.9737582206726074,-0.08338677138090134,-0.16482551395893097,-0.13294439017772675,8.223139762878418,30.920637130737305,27.909576416015625,41.702484130859375,28.595653533935547,1.4693864583969116,15.187812805175781,32.792930603027344,40.17189407348633,4.244540691375732,8.90731143951416,19.422517776489258,54.43505859375,6.107144355773926,11.493396759033203,14.458852767944336,61.806514739990234,17.34208106994629,5.819184303283691,6,0,0,0,0,9,4,4987,0,0,0,0,9,0,78,0,0,0,0
643,1702448891.792946,0.9608351588249207,-0.022315893322229385,-0.24416470527648926,0.12915639579296112,0.9790143966674805,0.016357362270355225,-0.1682785153388977,0.11377862095832825,0.9729175567626953,-0.08517841249704361,-0.16769111156463623,-0.1343718320131302,8.223139762878418,30.920637130737305,27.909576416015625,41.603309631347656,28.530954360961914,1.4693864583969116,15.187812805175781,32.703941345214844,40.113250732421875,4.244540691375732,8.90731143951416,19.370861053466797,54.3730583190918,6.107144355773926,11.493396759033203,14.394014358520508,61.63733673095703,17.274600982666016,5.819184303283691,6,0,0,0,0,9,4,4987,0,0,0,0,9,0,78,0,0,0,0
644,1702448891.8083782,0.9597094058990479,-0.02504350244998932,-0.24791181087493896,0.1298864483833313,0.9782896041870117,0.01194835640490055,-0.1727759689092636,0.11382119357585907,0.9709996581077576,-0.0892283171415329,-0.17436830699443817,-0.13709010183811188,8.223139762878418,30.920637130737305,27.909576416015625,41.5041389465332,28.336868286132812,1.4693864583969116,15.076138496398926,32.525962829589844,39.9959602355957,4.244540691375732,8.799994468688965,19.267549514770508,54.249061584472656,6.107144355773926,11.493396759033203,14.264339447021484,61.41176223754883,17.207122802734375,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
645,1702448891.8238106,0.9579434394836426,-0.028270462527871132,-0.2543787360191345,0.1297561526298523,0.9779332876205444,0.01010962389409542,-0.17492806911468506,0.11377373337745667,0.9689919352531433,-0.09321732074022293,-0.1811101734638214,-0.1398724764585495,8.223139762878418,30.920637130737305,27.909576416015625,41.40496063232422,28.272172927856445,1.4693864583969116,15.076138496398926,32.43696975708008,39.937313079833984,4.244540691375732,8.799994468688965,19.16423797607422,54.249061584472656,6.107144355773926,11.493396759033203,14.199501037597656,61.35537338256836,17.139644622802734,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
646,1702448891.839243,0.956078052520752,-0.03148764371871948,-0.2611624598503113,0.12929624319076538,0.9771751165390015,0.006566781550645828,-0.17937655746936798,0.11362079530954361,0.9670414924621582,-0.09707597643136978,-0.18718227744102478,-0.14272300899028778,8.223139762878418,30.920637130737305,27.909576416015625,41.256202697753906,28.207473754882812,1.4693864583969116,14.964463233947754,32.34798049926758,39.76137924194336,4.244540691375732,8.692676544189453,19.11258316040039,54.18706512451172,6.107144355773926,11.551152229309082,14.199501037597656,61.186195373535156,17.072166442871094,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
647,1702448891.854675,0.9550876021385193,-0.033055733889341354,-0.26471519470214844,0.1289997547864914,0.9767099022865295,0.004652559291571379,-0.1820531189441681,0.11345822364091873,0.9661343097686768,-0.09907534718513489,-0.18973630666732788,-0.1441134363412857,8.223139762878418,30.920637130737305,27.909576416015625,41.15702819824219,28.078083038330078,1.4693864583969116,14.964463233947754,32.34798049926758,39.64408874511719,4.244540691375732,8.692676544189453,19.060928344726562,54.18706512451172,6.107144355773926,11.608908653259277,14.199501037597656,61.129798889160156,17.072166442871094,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
648,1702448891.8701072,0.954128086566925,-0.03452747315168381,-0.26808807253837585,0.1287488043308258,0.9762185215950012,0.0027110674418509007,-0.18485425412654877,0.11322162300348282,0.9652679562568665,-0.10116651654243469,-0.19201864302158356,-0.14543725550174713,8.223139762878418,30.920637130737305,27.909576416015625,41.10744094848633,27.948692321777344,1.4693864583969116,14.964463233947754,32.43696975708008,39.409507751464844,4.244540691375732,8.585360527038574,19.11258316040039,54.06306457519531,6.107144355773926,11.666664123535156,14.199501037597656,61.01701354980469,17.00468635559082,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
649,1702448891.8855386,0.9523429274559021,-0.03777606412768364,-0.27415600419044495,0.1282748430967331,0.9747588038444519,-0.0040158168412745,-0.19323769211769104,0.11175130307674408,0.9633973240852356,-0.10565351694822311,-0.19696421921253204,-0.1480136662721634,8.223139762878418,30.920637130737305,27.909576416015625,41.008270263671875,27.366426467895508,1.4693864583969116,14.964463233947754,32.83742904663086,38.76441192626953,4.244540691375732,8.478043556213379,19.267549514770508,53.75306701660156,6.107144355773926,11.83993148803711,14.199501037597656,60.735050201416016,16.937206268310547,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
650,1702448891.9009724,0.9522264003753662,-0.038832735270261765,-0.2744567096233368,0.12818112969398499,0.9744390845298767,-0.006684354972094297,-0.195020392537117,0.11131441593170166,0.9623579978942871,-0.10777024924755096,-0.19972988963127136,-0.14953482151031494,8.223139762878418,30.920637130737305,27.909576416015625,41.05785369873047,26.978252410888672,1.4693864583969116,14.964463233947754,33.10439682006836,38.35389709472656,4.244540691375732,8.370726585388184,19.474172592163086,53.50507354736328,6.107144355773926,11.955443382263184,14.199501037597656,60.56587219238281,16.869728088378906,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
651,1702448891.9164026,0.9515181183815002,-0.040571268647909164,-0.27682626247406006,0.12780651450157166,0.9741234183311462,-0.009498987346887589,-0.1966012865304947,0.1110912412405014,0.9600552320480347,-0.11209901422262192,-0.2057974487543106,-0.1528896540403366,8.223139762878418,30.920637130737305,27.909576416015625,41.05785369873047,26.590072631835938,1.4693864583969116,14.964463233947754,33.41586685180664,37.884735107421875,4.244540691375732,8.370726585388184,19.680795669555664,53.257080078125,6.107144355773926,12.070954322814941,14.264339447021484,60.340301513671875,16.734771728515625,5.819184303283691,6,0,0,0,0,8,4,5032,0,0,0,0,9,0,78,0,0,0,0
652,1702448891.931835,0.95004802942276,-0.04725538194179535,-0.28096526861190796,0.12741346657276154,0.9732762575149536,-0.01512041687965393,-0.2004043608903885,0.1110987663269043,0.9574918746948242,-0.11653072386980057,-0.21205157041549683,-0.1570480614900589,8.223139762878418,30.920637130737305,27.909576416015625,41.305789947509766,25.684329986572266,1.4399999380111694,14.964463233947754,34.21677780151367,36.88776779174805,4.244540691375732,8.156092643737793,20.197351455688477,52.82308578491211,6.107144355773926,12.1864652633667,14.394014358520508,59.945552825927734,16.532333374023438,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
653,1702448891.9472666,0.9502515196800232,-0.04948602616786957,-0.2795702815055847,0.12811627984046936,0.9728150367736816,-0.01781458593904972,-0.20232543349266052,0.11125636845827103,0.9562504291534424,-0.1186823844909668,-0.2146976888179779,-0.15938787162303925,8.223139762878418,30.920637130737305,27.909576416015625,41.45454788208008,25.296152114868164,1.4399999380111694,14.964463233947754,34.61723327636719,36.418609619140625,4.244540691375732,8.156092643737793,20.455629348754883,52.513092041015625,6.107144355773926,12.244221687316895,14.458852767944336,59.77637481689453,16.464855194091797,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
654,1702448891.962699,0.949926495552063,-0.05264976993203163,-0.2798006236553192,0.1287609189748764,0.9718183279037476,-0.022494357079267502,-0.20633132755756378,0.11176115274429321,0.9550500512123108,-0.12079643458127975,-0.21694718301296234,-0.16193078458309174,8.223139762878418,30.920637130737305,27.909576416015625,41.5537223815918,24.972673416137695,1.4399999380111694,14.964463233947754,34.9286994934082,36.06673812866211,4.244540691375732,8.156092643737793,20.66225242614746,52.32709884643555,6.107144355773926,12.301977157592773,14.523691177368164,59.66358947753906,16.329896926879883,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
655,1702448891.9781315,0.9490258097648621,-0.05999620258808136,-0.27982479333877563,0.13209295272827148,0.9707463383674622,-0.026158198714256287,-0.21041779220104218,0.11265705525875092,0.9518617987632751,-0.12691067159175873,-0.2217896580696106,-0.16929891705513,8.223139762878418,30.920637130737305,27.909576416015625,41.90082931518555,24.45510482788086,1.4399999380111694,14.964463233947754,35.418148040771484,35.53893280029297,4.244540691375732,8.156092643737793,21.023841857910156,52.0171012878418,6.107144355773926,12.301977157592773,14.653366088867188,59.43801498413086,16.262418746948242,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
656,1702448891.9935634,0.9492955803871155,-0.060920216143131256,-0.278006911277771,0.1335618793964386,0.9706895351409912,-0.027274560183286667,-0.21000389754772186,0.11364986002445221,0.9510723352432251,-0.12900379300117493,-0.22225984930992126,-0.17152243852615356,8.223139762878418,30.920637130737305,27.909576416015625,42.000003814697266,24.325712203979492,1.4399999380111694,14.964463233947754,35.551631927490234,35.36299514770508,4.244540691375732,8.156092643737793,21.075496673583984,51.89310073852539,6.107144355773926,12.244221687316895,14.718204498291016,59.32522964477539,16.19493865966797,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
657,1702448892.0089943,0.9489355087280273,-0.0620940700173378,-0.2784307897090912,0.13469238579273224,0.9702134132385254,-0.029170067980885506,-0.21145851910114288,0.11454412341117859,0.9502933621406555,-0.13131044805049896,-0.2225317358970642,-0.17372307181358337,8.223139762878418,30.920637130737305,27.909576416015625,42.14876174926758,24.196321487426758,1.4399999380111694,14.964463233947754,35.640625,35.18706130981445,4.244540691375732,8.156092643737793,21.178808212280273,51.76910400390625,6.107144355773926,12.244221687316895,14.718204498291016,59.26884078979492,16.19493865966797,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
658,1702448892.024427,0.9484434723854065,-0.06345845758914948,-0.2786048352718353,0.13714000582695007,0.9690855145454407,-0.03604760393500328,-0.21308086812496185,0.1190393716096878,0.9485644102096558,-0.13617023825645447,-0.223932147026062,-0.17758826911449432,8.223139762878418,30.920637130737305,27.909576416015625,42.24794006347656,23.872840881347656,1.4399999380111694,14.964463233947754,35.77410888671875,34.95248031616211,4.244540691375732,8.156092643737793,21.178808212280273,51.583106994628906,6.107144355773926,12.244221687316895,14.718204498291016,59.15605163574219,16.127460479736328,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
659,1702448892.0398593,0.9482741355895996,-0.06396480649709702,-0.27834129333496094,0.13860318064689636,0.9687917828559875,-0.03852346912026405,-0.21284346282482147,0.12106285989284515,0.9475579857826233,-0.1387925148010254,-0.2252679169178009,-0.17923426628112793,8.223139762878418,30.920637130737305,27.909576416015625,42.297523498535156,23.743450164794922,1.4399999380111694,14.964463233947754,35.77410888671875,34.776546478271484,4.244540691375732,8.048774719238281,21.178808212280273,51.52111053466797,6.107144355773926,12.244221687316895,14.718204498291016,59.09966278076172,16.059982299804688,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
660,1702448892.055291,0.948100745677948,-0.06456835567951202,-0.27793097496032715,0.1403225064277649,0.9683825373649597,-0.04103509336709976,-0.21291671693325043,0.1233605369925499,0.94648677110672,-0.14140276610851288,-0.22700512409210205,-0.18065638840198517,8.223139762878418,30.920637130737305,27.909576416015625,42.396697998046875,23.614055633544922,1.4399999380111694,14.964463233947754,35.7296142578125,34.65925598144531,4.244540691375732,8.048774719238281,21.127153396606445,51.459110260009766,6.107144355773926,12.244221687316895,14.718204498291016,58.98687744140625,15.992502212524414,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
661,1702448892.070723,0.9468176364898682,-0.068649061024189,-0.2778151333332062,0.1471138894557953,0.9673826098442078,-0.045901644974946976,-0.21343757212162018,0.12848502397537231,0.9430032968521118,-0.14889976382255554,-0.2337992787361145,-0.18415123224258423,8.223139762878418,30.857145309448242,27.909576416015625,42.347110748291016,23.35527229309082,1.4399999380111694,14.964463233947754,35.68511962890625,34.42467498779297,4.244540691375732,8.048774719238281,21.127153396606445,51.335113525390625,6.107144355773926,12.244221687316895,14.718204498291016,58.874088287353516,15.925023078918457,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
662,1702448892.0861552,0.9460651874542236,-0.0707659050822258,-0.2782612442970276,0.1500786989927292,0.9667518138885498,-0.04810548946261406,-0.21411779522895813,0.1312645673751831,0.941862940788269,-0.15117432177066803,-0.23631271719932556,-0.1849239319562912,8.223139762878418,30.857145309448242,27.909576416015625,42.297523498535156,23.29057502746582,1.4399999380111694,14.964463233947754,35.640625,34.30738830566406,4.244540691375732,8.048774719238281,21.075496673583984,51.27311325073242,6.107144355773926,12.244221687316895,14.718204498291016,58.874088287353516,15.925023078918457,5.819184303283691,5,0,0,0,0,8,4,4708,0,0,0,0,10,0,77,0,2,0,0
663,1702448892.1015875,0.9457122087478638,-0.07218065857887268,-0.27717193961143494,0.1536037027835846,0.9660097360610962,-0.05003460869193077,-0.21523024141788483,0.13415516912937164,0.9407957792282104,-0.15330280363559723,-0.23868751525878906,-0.18555310368537903,8.223139762878418,30.857145309448242,27.909576416015625,42.297523498535156,23.225879669189453,1.4399999380111694,14.964463233947754,35.551631927490234,34.248741149902344,4.244540691375732,8.048774719238281,21.023841857910156,51.211116790771484,6.107144355773926,12.244221687316895,14.653366088867188,58.81769561767578,15.857544898986816,5.819184303283691,5,0,0,0,0,7,4,4754,0,0,0,0,9,0,74,0,2,0,0
664,1702448892.1170194,0.9433720111846924,-0.075938381254673,-0.2803426682949066,0.16028299927711487,0.9632443189620972,-0.05392391234636307,-0.2205115407705307,0.1436217725276947,0.9389294981956482,-0.1567758470773697,-0.24297672510147095,-0.1865345537662506,8.223139762878418,30.857145309448242,27.909576416015625,42.1983528137207,23.225879669189453,1.4399999380111694,15.076138496398926,35.373653411865234,34.190093994140625,4.244540691375732,8.048774719238281,20.817218780517578,51.14911651611328,6.107144355773926,12.244221687316895,14.653366088867188,58.70491409301758,15.857544898986816,5.819184303283691,5,0,0,0,0,7,4,4754,0,0,0,0,9,0,74,0,2,0,0
665,1702448892.1324513,0.942041277885437,-0.07733694463968277,-0.28245991468429565,0.16368786990642548,0.9621329307556152,-0.05484074726700783,-0.22278746962547302,0.14716826379299164,0.9384158849716187,-0.1581103801727295,-0.2439429759979248,-0.18673156201839447,8.223139762878418,30.857145309448242,27.909576416015625,42.14876174926758,23.225879669189453,1.4399999380111694,15.187812805175781,35.24016571044922,34.190093994140625,4.244540691375732,8.048774719238281,20.71390724182129,51.087120056152344,6.107144355773926,12.244221687316895,14.58852767944336,58.70491409301758,15.857544898986816,5.819184303283691,5,0,0,0,0,7,4,4754,0,0,0,0,9,0,74,0,2,0,0
666,1702448892.1478834,0.9394494891166687,-0.0784061998128891,-0.286586731672287,0.1707490086555481,0.9614226222038269,-0.054702043533325195,-0.2231368124485016,0.151275172829628,0.9371679425239563,-0.16040298342704773,-0.24693815410137177,-0.18710628151893616,8.181818008422852,30.857145309448242,27.909576416015625,42.099178314208984,23.225879669189453,1.4399999380111694,15.29948902130127,35.10668182373047,34.190093994140625,4.244540691375732,8.048774719238281,20.610597610473633,51.087120056152344,6.107144355773926,12.244221687316895,14.58852767944336,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4889,0,0,0,0,9,0,74,0,1,0,0
667,1702448892.1633153,0.9367675185203552,-0.07818722724914551,-0.2905995845794678,0.1786205917596817,0.9588766098022461,-0.05549716204404831,-0.2282375544309616,0.159321591258049,0.9361333250999451,-0.16232186555862427,-0.24964949488639832,-0.18703234195709229,8.181818008422852,30.79365348815918,27.909576416015625,41.950416564941406,23.225879669189453,1.4399999380111694,15.411163330078125,34.9286994934082,34.190093994140625,4.244540691375732,8.048774719238281,20.403974533081055,51.02511978149414,6.107144355773926,12.244221687316895,14.523691177368164,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4889,0,0,0,0,9,0,74,0,1,0,0
668,1702448892.1787484,0.9354133009910583,-0.07767709344625473,-0.29248857498168945,0.18280768394470215,0.9564913511276245,-0.055752336978912354,-0.23230260610580444,0.1674858182668686,0.9357357025146484,-0.16313627362251282,-0.25072717666625977,-0.18687166273593903,8.140495300292969,30.79365348815918,27.909576416015625,41.90082931518555,23.225879669189453,1.4399999380111694,15.411163330078125,34.8397102355957,34.190093994140625,4.244540691375732,8.048774719238281,20.300662994384766,51.02511978149414,6.107144355773926,12.244221687316895,14.458852767944336,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4889,0,0,0,0,9,0,74,0,1,0,0
669,1702448892.1941795,0.9327289462089539,-0.07647072523832321,-0.2958506941795349,0.19141939282417297,0.9554901719093323,-0.05576741322875023,-0.2333914339542389,0.17163021862506866,0.9350813627243042,-0.16461099684238434,-0.2526776194572449,-0.18622589111328125,8.140495300292969,30.79365348815918,27.909576416015625,41.80165481567383,23.225879669189453,1.4399999380111694,15.52283763885498,34.70622634887695,34.190093994140625,4.244540691375732,8.048774719238281,20.14569664001465,51.02511978149414,6.107144355773926,12.1864652633667,14.394014358520508,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
670,1702448892.2096124,0.9314448833465576,-0.0760517567396164,-0.29730910062789917,0.1955350935459137,0.9536156058311462,-0.05572449415922165,-0.23498030006885529,0.17971184849739075,0.9344509243965149,-0.16699327528476715,-0.25331124663352966,-0.18640853464603424,8.099173545837402,30.730161666870117,27.909576416015625,41.752071380615234,23.225879669189453,1.4399999380111694,15.52283763885498,34.61723327636719,34.190093994140625,4.244540691375732,8.048774719238281,20.094039916992188,51.02511978149414,6.107144355773926,12.1864652633667,14.394014358520508,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
671,1702448892.225044,0.9302278161048889,-0.07569101452827454,-0.29855841398239136,0.19952432811260223,0.9527998566627502,-0.05558880418539047,-0.23522144556045532,0.18372048437595367,0.9342079162597656,-0.16754905879497528,-0.2540590465068817,-0.18610990047454834,8.099173545837402,30.730161666870117,27.909576416015625,41.702484130859375,23.225879669189453,1.4399999380111694,15.411163330078125,34.57273864746094,34.190093994140625,4.244540691375732,8.048774719238281,20.042383193969727,51.02511978149414,6.107144355773926,12.1864652633667,14.394014358520508,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
672,1702448892.2404757,0.9283093810081482,-0.07497899234294891,-0.29932644963264465,0.20742106437683105,0.9512264728546143,-0.05484047532081604,-0.23512671887874603,0.19203153252601624,0.9337843656539917,-0.1693103313446045,-0.2550583779811859,-0.18527288734912872,8.099173545837402,30.730161666870117,27.909576416015625,41.652896881103516,23.225879669189453,1.4399999380111694,15.411163330078125,34.48374938964844,34.190093994140625,4.244540691375732,8.048774719238281,19.93907356262207,51.02511978149414,6.107144355773926,12.070954322814941,14.394014358520508,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
673,1702448892.2559075,0.9278287887573242,-0.07399453967809677,-0.2981377840042114,0.21159498393535614,0.9504338502883911,-0.0541977733373642,-0.23505918681621552,0.19617687165737152,0.9336808919906616,-0.17002485692501068,-0.2552443742752075,-0.18488337099552155,8.099173545837402,30.730161666870117,27.909576416015625,41.652896881103516,23.225879669189453,1.4399999380111694,15.411163330078125,34.43925476074219,34.190093994140625,4.244540691375732,8.048774719238281,19.93907356262207,51.02511978149414,6.107144355773926,12.070954322814941,14.394014358520508,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
674,1702448892.2713401,0.926212728023529,-0.07137444615364075,-0.2948320508003235,0.2238519787788391,0.9488897919654846,-0.05230238661170006,-0.23500554263591766,0.20407113432884216,0.9335722327232361,-0.17172734439373016,-0.2550700604915619,-0.18409787118434906,8.05785083770752,30.730161666870117,27.909576416015625,41.652896881103516,23.225879669189453,1.4399999380111694,15.411163330078125,34.35026168823242,34.190093994140625,4.244540691375732,8.048774719238281,19.887418746948242,51.02511978149414,6.107144355773926,12.013197898864746,14.394014358520508,58.64851760864258,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
675,1702448892.286772,0.9257297515869141,-0.07014176994562149,-0.2937541604042053,0.2276250123977661,0.9482026100158691,-0.051110684871673584,-0.23486164212226868,0.20770074427127838,0.9337154030799866,-0.17254623770713806,-0.2543236017227173,-0.1836380660533905,8.05785083770752,30.730161666870117,27.909576416015625,41.652896881103516,23.29057502746582,1.4399999380111694,15.411163330078125,34.35026168823242,34.190093994140625,4.244540691375732,8.048774719238281,19.83576202392578,51.02511978149414,6.107144355773926,11.955443382263184,14.394014358520508,58.592124938964844,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
676,1702448892.302205,0.9256661534309387,-0.06816501915454865,-0.29164865612983704,0.23116397857666016,0.9479984641075134,-0.04969342425465584,-0.23324677348136902,0.21077343821525574,0.9339690208435059,-0.17330919206142426,-0.2531551718711853,-0.18324406445026398,8.05785083770752,30.730161666870117,27.909576416015625,41.652896881103516,23.35527229309082,1.4399999380111694,15.411163330078125,34.30577087402344,34.190093994140625,4.244540691375732,8.048774719238281,19.83576202392578,51.02511978149414,6.107144355773926,11.955443382263184,14.394014358520508,58.592124938964844,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
677,1702448892.3176358,0.9252719879150391,-0.06645122915506363,-0.2909311056137085,0.23412638902664185,0.9474799633026123,-0.0473378524184227,-0.23061338067054749,0.2164677083492279,0.9343681335449219,-0.17394156754016876,-0.25150105357170105,-0.182887464761734,8.016529083251953,30.730161666870117,27.909576416015625,41.652896881103516,23.35527229309082,1.4399999380111694,15.411163330078125,34.30577087402344,34.248741149902344,4.244540691375732,8.048774719238281,19.83576202392578,51.02511978149414,6.107144355773926,11.897686958312988,14.394014358520508,58.53573226928711,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
678,1702448892.3330674,0.9246604442596436,-0.060604218393564224,-0.2884712815284729,0.24106980860233307,0.9474853873252869,-0.044903382658958435,-0.22622902691364288,0.22152982652187347,0.936421275138855,-0.17499542236328125,-0.24393479526042938,-0.1816251426935196,8.016529083251953,30.730161666870117,27.909576416015625,41.652896881103516,23.484664916992188,1.4399999380111694,15.411163330078125,34.30577087402344,34.30738830566406,4.244540691375732,8.048774719238281,19.83576202392578,51.02511978149414,6.107144355773926,11.897686958312988,14.394014358520508,58.479339599609375,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
679,1702448892.3485003,0.9247616529464722,-0.05857739970088005,-0.28679752349853516,0.24317039549350739,0.9476829171180725,-0.04312130808830261,-0.22347725927829742,0.22382046282291412,0.937305212020874,-0.17516155540943146,-0.24070091545581818,-0.18121908605098724,8.016529083251953,30.666669845581055,27.909576416015625,41.652896881103516,23.549360275268555,1.4399999380111694,15.411163330078125,34.30577087402344,34.366031646728516,4.244540691375732,8.048774719238281,19.83576202392578,51.02511978149414,6.107144355773926,11.897686958312988,14.394014358520508,58.479339599609375,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
680,1702448892.363932,0.9253634214401245,-0.05464324355125427,-0.2820955812931061,0.24726258218288422,0.9479540586471558,-0.039582282304763794,-0.21854086220264435,0.22815845906734467,0.9391869306564331,-0.1754136085510254,-0.2336878776550293,-0.1804107427597046,7.97520637512207,30.666669845581055,27.909576416015625,41.702484130859375,23.67875099182129,1.4399999380111694,15.411163330078125,34.30577087402344,34.48331832885742,4.244540691375732,8.048774719238281,19.83576202392578,51.02511978149414,6.107144355773926,11.83993148803711,14.394014358520508,58.42294692993164,15.857544898986816,5.819184303283691,4,0,0,0,0,6,3,4934,0,0,0,0,8,0,74,0,1,0,0
